requested_model,brand,model,component_group,component_name,is_pcb_or_board,pcb_type,evidence_count,guide_count,highest_confidence,source_urls
iPhone 14 Pro,Apple,iPhone 14 Pro,Power,Battery,False,,145,16,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Pro+Taptic+Engine+Replacement/153002
iPhone 14 Pro,Apple,iPhone 14 Pro,Sensor,Ambient light sensor,False,,6,2,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972
iPhone 14 Pro,Apple,iPhone 14 Pro,Sensor,Gyroscope / accelerometer,False,,1,1,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Chip+ID/153224
iPhone 14 Pro,Apple,iPhone 14 Pro,Sensor,Proximity sensor,False,,6,2,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Audio,Earpiece speaker,False,,27,8,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Audio,Loudspeaker,False,,29,3,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Camera,Camera module,False,,26,3,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Camera,Front camera,False,,4,1,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Camera,Rear camera,False,,3,2,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Connector,SIM card reader,False,,1,1,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+SIM+Card+Replacement/153337
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Controls,Power / volume button assembly,False,,9,9,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+SIM+Card+Replacement/153337 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Display,Display assembly,False,,8,8,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Display,Touchscreen digitizer,False,,1,1,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Haptics,Vibration motor / haptic engine,False,,24,4,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Chip+ID/153224 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Housing,Frame / midframe,False,,2,2,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Mechanical / sealing,Adhesive / gasket,False,,8,1,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,PCB / board,Main logic board,True,Main logic board,8,8,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Power,Battery,False,,73,8,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Sensor,Ambient light sensor,False,,3,1,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Sensor,Gyroscope / accelerometer,False,,1,1,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Chip+ID/153224
iPhone 14 Pro Max,Apple,iPhone 14 Pro Max,Sensor,Proximity sensor,False,,3,1,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003
iPhone 15,Apple,iPhone 15,Audio,Earpiece speaker,False,,69,6,0.8,https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Earpiece+Speaker+Replacement/166238 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240
iPhone 15,Apple,iPhone 15,Audio,Loudspeaker,False,,69,6,0.8,https://www.ifixit.com/Guide/iPhone+15+Loudspeaker+Replacement/165724 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184
iPhone 15,Apple,iPhone 15,Audio,Microphone,False,,35,3,0.8,https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240
iPhone 15,Apple,iPhone 15,Camera,Camera module,False,,35,9,0.8,https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Rear+Cameras+Replacement/165721
iPhone 15,Apple,iPhone 15,Camera,Front camera,False,,51,7,0.8,https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Plus+Screen+Replacement/166783 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669
iPhone 15,Apple,iPhone 15,Camera,Rear camera,False,,45,15,0.8,https://www.ifixit.com/Guide/iPhone+15+Back+Glass+Replacement/165686 | https://www.ifixit.com/Guide/iPhone+15+Battery+Replacement/165733 | https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Loudspeaker+Replacement/165724 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Plus+Back+Glass+Replacement/166834 | https://www.ifixit.com/Guide/iPhone+15+Plus+Battery+Replacement/166864 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Rear+Cameras+Replacement/165721 | https://www.ifixit.com/Guide/iPhone+15+Taptic+Engine+Replacement/165723
iPhone 15,Apple,iPhone 15,Connector,Charging port,False,,61,27,0.75,https://www.ifixit.com/Guide/iPhone+15+Back+Glass+Replacement/165686 | https://www.ifixit.com/Guide/iPhone+15+Battery+Replacement/165733 | https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Loudspeaker+Replacement/165724 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Plus+Back+Glass+Replacement/166834 | https://www.ifixit.com/Guide/iPhone+15+Plus+Battery+Replacement/166864 | https://www.ifixit.com/Guide/iPhone+15+Plus+Screen+Replacement/166783 | https://www.ifixit.com/Guide/iPhone+15+Pro+Back+Glass+Replacement/166397 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Back+Glass+Replacement/166226 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Earpiece+Speaker+Replacement/166238 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Screen+Replacement/166233 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Pro+Screen+Replacement/166303 | https://www.ifixit.com/Guide/iPhone+15+Rear+Cameras+Replacement/165721 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669 | https://www.ifixit.com/Guide/iPhone+15+Taptic+Engine+Replacement/165723
iPhone 15,Apple,iPhone 15,Controls,Power / volume button assembly,False,,26,16,0.75,https://www.ifixit.com/Guide/Force+restart+Iphone+15+Pro+Max/173459 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Pro+Back+Glass+Replacement/166397 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Earpiece+Speaker+Replacement/166238 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Screen+Replacement/166233 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Pro+Screen+Replacement/166303 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669
iPhone 15,Apple,iPhone 15,Display,Display assembly,False,,7,5,0.8,https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Plus+Screen+Replacement/166783 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Screen+Replacement/166233 | https://www.ifixit.com/Guide/iPhone+15+Pro+Screen+Replacement/166303 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669
iPhone 15,Apple,iPhone 15,Haptics,Vibration motor / haptic engine,False,,57,7,0.8,https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184 | https://www.ifixit.com/Guide/iPhone+15+Taptic+Engine+Replacement/165723
iPhone 15,Apple,iPhone 15,Housing,Back cover / rear glass,False,,492,27,0.8,https://www.ifixit.com/Guide/iPhone+15+Back+Glass+Replacement/165686 | https://www.ifixit.com/Guide/iPhone+15+Battery+Replacement/165733 | https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Loudspeaker+Replacement/165724 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Plus+Back+Glass+Replacement/166834 | https://www.ifixit.com/Guide/iPhone+15+Plus+Battery+Replacement/166864 | https://www.ifixit.com/Guide/iPhone+15+Plus+Screen+Replacement/166783 | https://www.ifixit.com/Guide/iPhone+15+Pro+Back+Glass+Replacement/166397 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Back+Glass+Replacement/166226 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Earpiece+Speaker+Replacement/166238 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Screen+Replacement/166233 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Pro+Screen+Replacement/166303 | https://www.ifixit.com/Guide/iPhone+15+Rear+Cameras+Replacement/165721 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669 | https://www.ifixit.com/Guide/iPhone+15+Taptic+Engine+Replacement/165723
iPhone 15,Apple,iPhone 15,Mechanical / sealing,Adhesive / gasket,False,,18,4,0.8,https://www.ifixit.com/Guide/iPhone+15+Battery+Replacement/165733 | https://www.ifixit.com/Guide/iPhone+15+Plus+Battery+Replacement/166864 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239
iPhone 15,Apple,iPhone 15,PCB / board,Main logic board,True,Main logic board,204,27,0.8,https://www.ifixit.com/Guide/iPhone+15+Back+Glass+Replacement/165686 | https://www.ifixit.com/Guide/iPhone+15+Battery+Replacement/165733 | https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Loudspeaker+Replacement/165724 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Plus+Back+Glass+Replacement/166834 | https://www.ifixit.com/Guide/iPhone+15+Plus+Battery+Replacement/166864 | https://www.ifixit.com/Guide/iPhone+15+Plus+Screen+Replacement/166783 | https://www.ifixit.com/Guide/iPhone+15+Pro+Back+Glass+Replacement/166397 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Back+Glass+Replacement/166226 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Earpiece+Speaker+Replacement/166238 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Screen+Replacement/166233 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Pro+Screen+Replacement/166303 | https://www.ifixit.com/Guide/iPhone+15+Rear+Cameras+Replacement/165721 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669 | https://www.ifixit.com/Guide/iPhone+15+Taptic+Engine+Replacement/165723
iPhone 15,Apple,iPhone 15,Power,Battery,False,,311,28,0.8,https://www.ifixit.com/Guide/iPhone+15+Back+Glass+Replacement/165686 | https://www.ifixit.com/Guide/iPhone+15+Battery+Replacement/165733 | https://www.ifixit.com/Guide/iPhone+15+Earpiece+Speaker+Replacement/165762 | https://www.ifixit.com/Guide/iPhone+15+Front+Camera+Assembly+Replacement/165718 | https://www.ifixit.com/Guide/iPhone+15+Logic+Board+Replacement/165728 | https://www.ifixit.com/Guide/iPhone+15+Loudspeaker+Replacement/165724 | https://www.ifixit.com/Guide/iPhone+15+Microphone+Replacement/165725 | https://www.ifixit.com/Guide/iPhone+15+Plus+Back+Glass+Replacement/166834 | https://www.ifixit.com/Guide/iPhone+15+Plus+Battery+Replacement/166864 | https://www.ifixit.com/Guide/iPhone+15+Plus+Screen+Replacement/166783 | https://www.ifixit.com/Guide/iPhone+15+Pro+Back+Glass+Replacement/166397 | https://www.ifixit.com/Guide/iPhone+15+Pro+Battery+Replacement/166394 | https://www.ifixit.com/Guide/iPhone+15+Pro+Earpiece+Speaker+Replacement/166369 | https://www.ifixit.com/Guide/iPhone+15+Pro+Front+Camera+Assembly+Replacement/166370 | https://www.ifixit.com/Guide/iPhone+15+Pro+Loudspeaker+Replacement/166372 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Back+Glass+Replacement/166226 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Battery+Replacement/166239 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Chip+ID/165320 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Earpiece+Speaker+Replacement/166238 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Front+Camera+Assembly+Replacement/166240 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Loudspeaker+Replacement/168184 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Rear+Cameras+Replacement/166241 | https://www.ifixit.com/Guide/iPhone+15+Pro+Max+Screen+Replacement/166233 | https://www.ifixit.com/Guide/iPhone+15+Pro+Rear+Cameras+Replacement/166366 | https://www.ifixit.com/Guide/iPhone+15+Pro+Screen+Replacement/166303 | https://www.ifixit.com/Guide/iPhone+15+Rear+Cameras+Replacement/165721 | https://www.ifixit.com/Guide/iPhone+15+Screen+Replacement/165669 | https://www.ifixit.com/Guide/iPhone+15+Taptic+Engine+Replacement/165723
